dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH95_e0	GH95:552|CBM51:45|CBM32:26|CBM13:1|CBM47:1	3.2.1.63:5|3.2.1.51:1	xyloglucan, host glycan, host glycan	726	PG790_RS05585	793	1.1e-221	92	722	93	754	0.8677685950413223	0.8677685950413223
GH16_e266	GH16:9|CBM35:1|CBM16:1|GH16_24:1	-	-	225	PG790_RS05620	301	1.5e-75	1	224	62	295	0.9911111111111112	0.9911111111111112
GH88_e11	GH88:672|PL38:10|GH29:7|GH154:5|PL8_3:1	3.2.1.-:3	host glycan	324	PG790_RS05625	409	8.7e-150	2	323	67	404	0.9907407407407407	0.9907407407407407
GH2_e30	GH2:674|CBM51:7|CBM67:1	-	-	866	PG790_RS05630	1134	0	3	866	74	973	0.9965357967667436	0.9965357967667436
CBM32_e96	CBM32:25	-	host glycan	125	PG790_RS10470	1018	1.2e-36	1	124	310	440	0.984	0.984
GT4_e999	GT4:11	-	-	152	PG790_RS11440	371	4.2e-29	3	150	207	341	0.9671052631578947	0.9671052631578947
GT4_e1935	GT4:52	-	-	153	PG790_RS14570	376	2.8e-50	2	153	192	344	0.9869281045751634	0.9869281045751634
GT4_e1919	GT4:22	-	-	146	PG790_RS14575	363	5e-63	2	144	187	329	0.9726027397260274	0.9726027397260274
GT2	GT2:16|GT52:2	-	-	124	PG790_RS14580	290	2.5e-43	1	120	4	124	0.9596774193548387	0.9596774193548387
GT4_e2394	GT4:12	-	-	144	PG790_RS14590	391	2.6e-44	2	143	223	364	0.9791666666666666	0.9791666666666666
GH27_e28	GH27:310|CBM51:16|CBM13:7|GH43_29:3|CBM6:2|GH159:1	3.2.1.88:1	arabinogalactan protein	234	PGU41_RS08430	460	4.6e-102	1	233	196	432	0.9914529914529915	0.9914529914529915
GH43_e159	GH43_19:262|GH43_34:245|GH43:3|GH43_29:2|GH146:2	3.2.1.55:3	xylan	275	PGU41_RS08440	644	1e-53	1	275	93	333	0.9963636363636363	0.9963636363636363
GH43_e22	GH43_29:182|GH43_19:31|GH43_34:4|GH51:3|GH43_31:1|GH43:1|GH43_33:1	3.2.1.-:2|3.2.1.55:1	xylan, xylan	276	PGU41_RS08440	644	1.6e-112	1	275	361	634	0.9927536231884058	0.9927536231884058
GH31_e94	GH31:154	3.2.1.177:4	xyloglucan	461	PGU41_RS08445	823	1.1e-222	1	461	221	712	0.9978308026030369	0.9978308026030369
GH127_e4	GH127:210	3.2.1.185:1	arabinogalactan protein	540	PGU41_RS08465	784	1.1e-256	1	540	21	552	0.9981481481481481	0.9981481481481481
GH115_e6	GH115:205|GH159:1	-	-	764	PGU41_RS08470	961	0	1	763	22	938	0.9973821989528796	0.9973821989528796
GT4_e2842	GT4:7	-	-	154	PGW79_RS13325	431	7.6e-21	2	150	232	377	0.961038961038961	0.961038961038961
GT4_e1043	GT4:18	-	-	161	PGW79_RS13345	422	3.3e-46	1	161	229	389	0.9937888198757764	0.9937888198757764
GT4_e779	GT4:21	-	-	147	PGW79_RS13350	400	2.8e-52	3	144	220	361	0.9591836734693877	0.9591836734693877
GT4_e319	GT4:11	-	-	154	PGW79_RS13355	422	3.7e-18	2	154	175	340	0.987012987012987	0.987012987012987
GT4_e1825	GT4:9	-	-	153	PGW79_RS13360	349	5.6e-64	1	150	166	315	0.9738562091503268	0.9738562091503268
GT4_e939	GT4:9	-	-	159	PGW79_RS13390	417	1.6e-51	1	159	227	384	0.9937106918238994	0.9937106918238994
GH159_e7	GH159:35|GH27:1|GH115:1	-	-	219	PGW79_RS15635	364	1.2e-37	2	216	32	265	0.9771689497716894	0.9771689497716894
GH128_e44	GH128:7	-	-	219	PGW79_RS15680	465	2.3e-76	2	219	78	296	0.9908675799086758	0.9908675799086758
GH16_e326	GH16_3:16|CBM16:1	-	-	247	PGW79_RS15685	626	8e-122	1	247	21	270	0.9959514170040485	0.9959514170040485
GH43_e236	GH43_24:328|GH16_3:32|CBM13:6|GH30_5:6|GH43_19:6|CBM66:1|GH105:1|GH16:1|GH35:1	-	-	288	PGW79_RS15685	626	7.9e-135	1	288	302	594	0.9965277777777778	0.9965277777777778
GH136_e43	GH136:21	-	-	522	PGW79_RS15690	553	1.8e-222	1	521	26	545	0.9961685823754789	0.9961685823754789
GH2_e127	GH2:646|CBM32:8|CBM35:1	3.2.1.23:2	beta-galactan	717	PGW79_RS15700	814	1.4e-278	16	715	23	746	0.9748953974895398	0.9748953974895398
GH2_e30	GH2:674|CBM51:7|CBM67:1	-	-	866	PGW79_RS15715	525	7.2e-171	305	786	1	482	0.5554272517321016	0.5554272517321016
CBM32_e56	CBM32:7	-	host glycan	131	PGW79_RS15765	975	2.6e-69	3	128	243	368	0.9541984732824428	0.9541984732824428
GH2_e89	GH2:207|CBM32:45	-	-	931	PGW79_RS15810	1347	0	2	931	69	1007	0.9978517722878625	0.9978517722878625
CBM32_e167	CBM32:52|GH2:46|GH59:1	-	host glycan	126	PGW79_RS15810	1347	3.7e-50	1	126	1216	1342	0.9920634920634921	0.9920634920634921
GH109_e5	GH109:463	-	-	399	PGW79_RS15875	513	6.6e-193	1	398	62	472	0.9949874686716792	0.9949874686716792
GH2_e14	GH2:396|GH43:2|GH43_26:1|CBM35:1|GH43_10:1	-	-	567	PGW79_RS22370	605	4.6e-256	3	559	44	600	0.9805996472663139	0.9805996472663139
GH28_e44	GH28:18|GH0:1	-	-	354	PGW79_RS22610	462	1.2e-177	2	352	72	422	0.9887005649717514	0.9887005649717514
GH67_e0	GH67:722	3.2.1.139:4|3.2.1.131:3|3.2.1.-:1	xylan, xylan	668	PGW79_RS22645	686	1.1e-251	1	659	35	682	0.9850299401197605	0.9850299401197605
GH76_e20	GH76:10	-	-	313	PGW79_RS22650	395	3.5e-183	1	313	57	373	0.9968051118210862	0.9968051118210862
GH115_e5	GH115:6	-	-	534	PGW79_RS22680	692	9.3e-61	8	532	39	607	0.9812734082397003	0.9812734082397003
GH115_e4	GH115:122	3.2.1.-:1	arabinogalactan protein	758	PO033_RS01000	783	0	2	757	23	777	0.996042216358839	0.996042216358839
GH2_e31	GH2:132|GH43_24:3	-	-	562	PO033_RS01005	791	9e-239	2	561	5	575	0.994661921708185	0.994661921708185
GH130_e6	GH130:437|CE2:1	2.4.1.281:5	beta-mannan	313	PO033_RS01380	396	1.4e-176	1	312	52	362	0.9936102236421726	0.9936102236421726
GH30_e7	GH30_6:8	-	-	452	PO033_RS01385	517	4.7e-255	1	452	58	509	0.9977876106194691	0.9977876106194691
GT2	GT2:24	-	-	124	PO033_RS01855	620	1.4e-50	1	122	7	128	0.9758064516129032	0.9758064516129032
GT32_e151	GT32:18|GT62:13|GT2:11	-	-	79	PO033_RS01945	642	5.3e-18	2	78	26	102	0.9620253164556962	0.9620253164556962
GT4_e1314	GT4:29	-	-	135	PO033_RS01945	642	5.3e-47	2	133	473	604	0.9703703703703703	0.9703703703703703
GT2	GT2:15	-	-	141	PO033_RS07555	347	1.1e-32	1	121	11	129	0.851063829787234	0.851063829787234
GT2	GT2:10	-	-	126	PO033_RS07565	382	1.1e-40	1	122	9	128	0.9603174603174603	0.9603174603174603
CE4_e140	CE4:231	-	-	111	PO033_RS07585	203	1e-41	2	103	22	123	0.9099099099099099	0.9099099099099099
GT4_e1150	GT4:7	-	-	154	PO033_RS07590	377	4.8e-35	2	152	180	329	0.974025974025974	0.974025974025974
CBM32_e75	CBM32:9	-	host glycan	130	PO033_RS08995	370	1.1e-28	7	129	241	361	0.9384615384615385	0.9384615384615385
GH18_e50	GH18:11	-	-	138	PO033_RS10755	344	9.8e-50	2	138	121	255	0.9855072463768116	0.9855072463768116
GH18_e54	GH18:11	-	-	185	PO033_RS10875	374	2.3e-83	4	178	110	316	0.9405405405405406	0.9405405405405406
GT2	GT2:24	-	-	124	PO033_RS11455	597	2.3e-41	1	116	6	121	0.9274193548387096	0.9274193548387096
GT4_e3909	GT4:24	-	-	149	PO033_RS12545	391	5.2e-32	5	146	219	358	0.9463087248322147	0.9463087248322147
GT2	GT2:78	-	-	235	PO033_RS12555	297	5e-20	33	234	34	239	0.8553191489361702	0.8553191489361702
GH18_e64	GH18:21	-	-	172	PO033_RS13335	540	3.5e-84	7	172	225	390	0.9593023255813954	0.9593023255813954
GH18_e46	GH18:12	-	-	181	PO033_RS13340	309	8.3e-80	5	180	73	250	0.9668508287292817	0.9668508287292817
GH43_e138	GH43_34:19|GH43:2	-	-	279	PO033_RS16140	463	1.9e-138	1	279	35	313	0.996415770609319	0.996415770609319
CBM32_e137	CBM32:14|GH43_34:14	-	host glycan	105	PO033_RS16140	463	3.1e-16	6	103	350	448	0.9238095238095239	0.9238095238095239
GT2	GT2:11	-	-	164	PO033_RS16580	330	1.8e-60	1	163	10	170	0.9878048780487805	0.9878048780487805
GT4_e3628	GT4:7	-	-	114	PO033_RS16590	378	4.1e-21	3	112	199	309	0.956140350877193	0.956140350877193
GT2	GT2:21	-	-	291	PO033_RS21495	336	1.5e-82	5	268	20	288	0.9037800687285223	0.9037800687285223
GT2	GT2:28	-	-	151	PO033_RS21525	325	2.8e-40	1	124	6	133	0.8145695364238411	0.8145695364238411
GT4_e85	GT4:81	-	-	144	PO033_RS21530	358	5.5e-32	5	142	190	327	0.9513888888888888	0.9513888888888888
GT2	GT2:36	-	-	156	PO033_RS21540	290	6.7e-45	1	142	4	140	0.9038461538461539	0.9038461538461539
GT4_e2293	GT4:8	-	-	150	PO033_RS21570	403	7.6e-58	2	149	227	374	0.98	0.98
GT2	GT2:14	-	-	114	PO033_RS22215	314	3.3e-41	1	110	9	119	0.956140350877193	0.956140350877193
GT2	GT2:9	-	-	143	PO033_RS22220	327	6.4e-59	1	143	9	167	0.993006993006993	0.993006993006993
GT2	GT2:9	-	-	143	PO033_RS22225	327	8.3e-64	1	143	9	167	0.993006993006993	0.993006993006993
GT2	GT2:24	-	-	173	PO033_RS22230	325	8.8e-46	1	165	11	173	0.9479768786127167	0.9479768786127167
GT4_e1826	GT4:7	-	-	149	PO033_RS22235	374	2.6e-61	3	149	202	348	0.9798657718120806	0.9798657718120806
GT2	GT2:13	-	-	102	PO033_RS22240	294	2.8e-46	1	97	8	104	0.9411764705882353	0.9411764705882353
CE4_e54	CE4:19|CBM50:1	-	-	122	PO033_RS22525	264	6.1e-17	19	101	33	108	0.6721311475409836	0.6721311475409836
GT2	GT2:8	-	-	144	PO033_RS22530	637	2.1e-65	1	144	408	551	0.9930555555555556	0.9930555555555556
GT2	GT2:11	-	-	132	PO035_RS07385	315	2.2e-62	1	130	10	143	0.9772727272727273	0.9772727272727273
PL42_e0	PL42:75	4.2.2.-:2|3.2.1.-:2	arabinogalactan protein, arabinogalactan protein	292	PO035_RS10935	434	6.7e-156	1	292	35	327	0.9965753424657534	0.9965753424657534
GT4_e939	GT4:9	-	-	159	PO035_RS15820	411	9.8e-71	1	158	224	380	0.9874213836477987	0.9874213836477987
GT4_e994	GT4:22|CE4:1	-	-	150	PO035_RS16950	392	4.4e-22	4	145	219	355	0.94	0.94
GT2	GT2:10	-	-	173	PO035_RS22510	332	1.3e-75	1	172	5	176	0.9884393063583815	0.9884393063583815
GT4_e2282	GT4:8	-	-	145	PO035_RS22530	395	1e-32	4	139	223	358	0.9310344827586207	0.9310344827586207
GT2	GT2:13	-	-	288	PO035_RS22535	320	1.6e-50	1	212	6	221	0.7326388888888888	0.7326388888888888
GT2	GT2:11	-	-	164	PO035_RS22540	315	2.5e-53	1	163	6	167	0.9878048780487805	0.9878048780487805
GH73_e221	GH73:75	-	-	133	PO035_RS25315	519	1.1e-82	1	133	13	145	0.9924812030075187	0.9924812030075187
GH24_e168	GH24:108	-	-	121	PO040_RS18265	188	2.6e-67	4	121	47	169	0.9669421487603306	0.9669421487603306
GH33_e86	GH33:382|GH29:3|GH2:1	-	-	291	PO055_RS01190	395	2.1e-93	2	291	50	345	0.993127147766323	0.993127147766323
PL1_e38	PL1_2:48|PL1:2|CBM2:1|CBM35:1	-	-	194	PO055_RS01195	491	2.2e-78	1	194	94	286	0.9948453608247423	0.9948453608247423
PL1_e38	PL1_2:48|PL1:2|CBM2:1|CBM35:1	-	-	194	PO055_RS01205	474	2.5e-81	1	194	83	272	0.9948453608247423	0.9948453608247423
GH105_e22	GH105:48	-	-	341	PO055_RS01215	392	2.1e-145	2	341	50	390	0.9941348973607038	0.9941348973607038
GH28_e80	GH28:246|GH105:15|CE8:1	-	-	368	PO055_RS01220	452	5.7e-174	1	366	57	427	0.9918478260869565	0.9918478260869565
GH43_e270	GH43_34:55|CBM32:21|CBM0:3	-	-	275	PO058_RS03780	1014	1.2e-150	1	274	34	308	0.9927272727272727	0.9927272727272727
CBM32_e8	CBM32:21|GH43_34:21	-	host glycan	109	PO058_RS03780	1014	6.1e-50	1	109	341	448	0.9908256880733946	0.9908256880733946
GH117_e0	GH117:12|GH29:1	-	-	156	PO059_RS04805	409	5.6e-61	1	156	229	381	0.9935897435897436	0.9935897435897436
GH2_e14	GH2:396|GH43:2|GH43_26:1|CBM35:1|GH43_10:1	-	-	567	PO059_RS14770	610	2.1e-252	3	560	44	600	0.982363315696649	0.982363315696649
GH78_e14	GH78:99	-	-	493	PO059_RS14775	553	4.3e-249	2	493	56	550	0.9959432048681541	0.9959432048681541
GH3_e10	GH3:448|GH43_34:2	3.2.1.21:12|3.2.1.-:6	beta-glucan, beta-glucan	208	PO059_RS14780	831	8.9e-77	1	208	56	262	0.9951923076923077	0.9951923076923077
GH106_e46	GH106:55	-	-	732	PO059_RS14785	1072	0	2	732	323	1066	0.9972677595628415	0.9972677595628415
CE20_e33	CE20:279|GH33:1|CBM35:1	-	-	256	PO059_RS14790	495	3.5e-100	1	255	104	365	0.9921875	0.9921875
CBM67_e28	CBM67:192|GH78:190|CBM0:1|CBM66:1	3.2.1.40:1	rhamnose	186	PO059_RS14795	910	5.4e-57	15	181	157	331	0.8924731182795699	0.8924731182795699
GH78_e2	GH78:144|GH33:56|CBM67:6	3.2.1.40:1|3.2.1.-:1	alpha-rhamnoside	517	PO059_RS14795	910	3.3e-226	3	517	357	871	0.9941972920696325	0.9941972920696325
GH3_e1	GH3:5872|GH16:4|CBM6:2|GH144:1	3.2.1.21:20|3.2.1.-:6	beta-glucan, beta-glucan	222	PO059_RS14800	771	1.2e-104	1	221	101	321	0.990990990990991	0.990990990990991
GH2_e127	GH2:646|CBM32:8|CBM35:1	3.2.1.23:2	beta-galactan	717	PO059_RS14840	793	4.8e-175	8	486	30	512	0.6666666666666666	0.6666666666666666
GH2_e16	GH2:215|CBM32:1	3.2.1.23:3	beta-galactan	748	PO059_RS14840	793	4.5e-52	461	748	446	726	0.3836898395721925	0.3836898395721925
GH127_e1	GH127:332|CBM51:1	-	-	530	PO059_RS14845	618	4e-230	1	530	40	550	0.9981132075471698	0.9981132075471698
GH97_e24	GH97:162	-	-	600	PO060_RS03270	649	2.8e-264	4	600	28	645	0.9933333333333333	0.9933333333333333
GT4_e1043	GT4:18	-	-	161	PO060_RS04405	425	3.7e-45	4	160	232	388	0.968944099378882	0.968944099378882
GT2	GT2:112|GT1:1|GT4:1	-	-	272	PO060_RS04425	332	3e-33	1	198	5	209	0.7242647058823529	0.7242647058823529
GT4_e887	GT4:26	-	-	150	PO060_RS04430	403	3.2e-55	1	148	221	368	0.98	0.98
CBM62_e0	CBM62:62	-	xyloglucan, arabinogalactan and galactomannan	69	PO060_RS08480	639	9.1e-23	4	69	435	501	0.9420289855072463	0.9420289855072463
GT2	GT2:21	-	-	291	PO060_RS13070	317	4.2e-67	1	283	6	283	0.9690721649484536	0.9690721649484536
CE20_e34	CE20:107	-	-	261	PO060_RS24240	475	3.9e-113	1	261	104	363	0.9961685823754789	0.9961685823754789
GH31_e66	GH31:125	3.2.1.177:1	xyloglucan	461	PO060_RS24970	961	7.6e-247	1	461	383	850	0.9978308026030369	0.9978308026030369
GT2	GT2:9	-	-	143	PO065_RS03235	331	1.4e-65	1	143	9	167	0.993006993006993	0.993006993006993
GH2_e127	GH2:646|CBM32:8|CBM35:1	3.2.1.23:2	beta-galactan	717	PO065_RS08080	816	1.5e-281	8	715	18	749	0.9860529986052998	0.9860529986052998
GH3_e0	GH3:1894|GH67:1|CBM6:1|CBM32:1	3.2.1.37:92|3.2.1.55:39|3.2.1.21:1|3.2.1.6:1|3.2.1.73:1	xylan, arabinan, beta-glucan, beta-glucan	251	PO065_RS08085	852	3.6e-100	3	246	61	307	0.9681274900398407	0.9681274900398407
GH92_e30	GH92:201	3.2.1.-:2	host glycan	521	PO065_RS08095	758	4.2e-263	11	521	226	738	0.9788867562380038	0.9788867562380038
GH43_e269	GH43_24:109|GH35:10|CBM32:9|GH2:3	-	-	254	PO065_RS14625	336	2.9e-120	1	253	48	302	0.9921259842519685	0.9921259842519685
CE12_e30	CE12:134|CE8:55|CE0:21|PL10_1:1	-	-	211	PO065_RS18595	310	1.9e-86	1	210	26	232	0.990521327014218	0.990521327014218
GT4_e1496	GT4:60	-	-	149	PO065_RS21125	371	4.7e-54	2	146	191	334	0.9664429530201343	0.9664429530201343
GT4_e3116	GT4:6	-	-	126	PO065_RS21135	364	6.5e-42	2	125	186	310	0.9761904761904762	0.9761904761904762
GT2	GT2:23	-	-	211	PO065_RS21155	293	1.4e-30	1	204	6	226	0.9620853080568721	0.9620853080568721
GT4_e856	GT4:6	-	-	152	PO065_RS21165	380	6e-61	1	150	206	354	0.9802631578947368	0.9802631578947368
GH109_e5	GH109:463	-	-	399	PO068_RS11440	468	7.8e-196	1	398	54	457	0.9949874686716792	0.9949874686716792
GT4_e1566	GT4:7	-	-	165	PO068_RS13995	418	4.3e-34	2	164	226	385	0.9818181818181818	0.9818181818181818
GT4_e1452	GT4:5	-	-	147	PO068_RS14045	388	1.9e-41	2	138	214	350	0.9251700680272109	0.9251700680272109
GT2	GT2:21	-	-	291	PO068_RS14055	331	1.3e-86	1	285	5	305	0.9759450171821306	0.9759450171821306
GH20_e12	GH20:1706|CBM32:19|CBM0:2	3.2.1.52:18|3.2.1.-:1	host glycan, host glycan	351	PO069_RS21410	607	1.1e-146	2	349	138	490	0.9886039886039886	0.9886039886039886
GT4_e1477	GT4:11	-	-	159	PO071_RS14185	376	8.1e-43	3	156	189	344	0.9622641509433962	0.9622641509433962
GT4_e4050	GT4:9	-	-	147	PO073_RS02170	361	5.1e-49	3	146	183	326	0.9727891156462585	0.9727891156462585
GT2	GT2:8	-	-	141	PO073_RS03165	302	6.4e-42	2	136	12	148	0.950354609929078	0.950354609929078
GT4_e2174	GT4:43	-	-	144	PO073_RS03170	362	4.9e-35	3	141	186	325	0.9583333333333334	0.9583333333333334
CBM13_e306	CBM13:13	-	xylan	142	PO073_RS09265	178	5.3e-28	3	141	38	173	0.971830985915493	0.971830985915493
GH73_e221	GH73:75	-	-	133	PO073_RS11340	503	5.7e-82	1	133	14	146	0.9924812030075187	0.9924812030075187
GH73_e221	GH73:75	-	-	133	PO073_RS21950	532	1.7e-68	1	132	13	144	0.9849624060150376	0.9849624060150376
GT4_e1531	GT4:14	-	-	145	PO073_RS25010	390	4e-22	2	138	217	352	0.9379310344827586	0.9379310344827586
GT11_e41	GT11:16	-	-	266	PO073_RS25015	278	5.5e-56	1	266	6	272	0.9962406015037594	0.9962406015037594
GH15_e39	GH15:132	-	-	363	PO073_RS25120	591	1.1e-183	2	362	222	582	0.9917355371900827	0.9917355371900827
GT20_e1	GT20:8450	2.4.1.15:96	-	473	PO073_RS25125	722	3.7e-173	10	469	2	459	0.9704016913319239	0.9704016913319239
GH9_e26	GH9:428|GH10:4|CBM4:2|CBM6:2|CBM8:2|CBM32:1	3.2.1.4:17|3.2.1.-:3|3.2.1.151:2	cellulose, beta-glucan, beta-glucan	451	PO077_RS22910	577	6.4e-182	3	450	113	567	0.991130820399113	0.991130820399113
CE4_e140	CE4:231	-	-	111	PO077_RS22950	219	2.8e-48	2	110	24	146	0.972972972972973	0.972972972972973
GH106_e46	GH106:55	-	-	732	PO078_RS00515	1046	0	2	732	315	1034	0.9972677595628415	0.9972677595628415
CBM32_e124	CBM32:6|GH18:1	-	host glycan	117	PO078_RS00520	655	5e-32	3	117	83	197	0.9743589743589743	0.9743589743589743
CBM32_e210	CBM32:14	-	host glycan	122	PO078_RS00520	655	1.8e-26	14	120	236	342	0.8688524590163934	0.8688524590163934
GH127_e5	GH127:146	3.2.1.-:2	pectin	539	PO078_RS00525	649	2.5e-35	313	539	302	531	0.41929499072356213	0.41929499072356213
GH127_e1	GH127:332|CBM51:1	-	-	530	PO078_RS00560	679	1.5e-29	311	529	315	551	0.41132075471698115	0.41132075471698115
GH43_e159	GH43_19:262|GH43_34:245|GH43:3|GH43_29:2|GH146:2	3.2.1.55:3	xylan	275	PO078_RS04480	329	1.1e-52	1	275	77	318	0.9963636363636363	0.9963636363636363
GH36_e23	GH36:19|CBM35:16	-	-	446	PO078_RS16390	599	9.9e-120	1	438	109	561	0.9798206278026906	0.9798206278026906
GH30_e60	GH30_2:184|GH30:23	3.2.1.37:1	xylan	409	PO078_RS16420	465	2e-159	3	408	59	463	0.9902200488997555	0.9902200488997555
GT4_e1162	GT4:9	-	-	145	PO078_RS16645	353	1.6e-52	1	145	182	325	0.993103448275862	0.993103448275862
GT4_e1781	GT4:12	-	-	149	PO078_RS21640	355	9e-30	4	144	187	326	0.9395973154362416	0.9395973154362416
GT4_e2704	GT4:51	-	-	138	PO078_RS21645	357	8.3e-43	3	136	186	319	0.9637681159420289	0.9637681159420289
GT4_e939	GT4:9	-	-	159	PO078_RS21665	411	5.1e-65	2	158	225	380	0.9811320754716981	0.9811320754716981
GT4_e1077	GT4:6	-	-	152	PO078_RS22105	359	1.7e-48	1	151	178	331	0.9868421052631579	0.9868421052631579
GT2	GT2:11	-	-	165	PO078_RS22110	334	5.3e-55	1	163	6	168	0.9818181818181818	0.9818181818181818
GH2_e53	GH2:132|CBM32:58|CBM2:1	-	-	595	PO107_RS18330	826	9.6e-294	15	593	2	591	0.9714285714285714	0.9714285714285714
CBM32_e28	CBM32:62|GH2:59	-	host glycan	109	PO107_RS18330	826	1.6e-26	2	109	706	817	0.981651376146789	0.981651376146789
GT4_e3855	GT4:11	-	-	150	PO108_RS13155	318	5.7e-33	7	148	140	287	0.94	0.94
PL12_e7	PL12_2:28	4.2.2.7:1|4.2.2.8:1	host glycan, host glycan	132	PO108_RS13230	717	2.4e-68	1	132	424	558	0.9924242424242424	0.9924242424242424
GT8_e199	GT8:33	-	-	248	PO108_RS22750	343	4.5e-134	1	248	39	286	0.9959677419354839	0.9959677419354839
GH26_e61	GH26:77|GH5_7:3|GH3:1	3.2.1.100:2|3.2.1.-:1	beta-mannan, beta-mannan	298	PO113_RS26110	195	1.7e-78	143	298	1	155	0.5201342281879194	0.5201342281879194
GT2	GT2:6	-	-	126	PO113_RS26215	97	7.3e-49	1	86	12	97	0.6746031746031746	0.6746031746031746
GH154_e2	GH154:70|GH105:20|GH16_3:1	-	-	361	PO113_RS26225	386	1.7e-204	1	360	3	364	0.9944598337950139	0.9944598337950139
GH115_e4	GH115:122	3.2.1.-:1	arabinogalactan protein	758	PO114_RS02190	781	0	3	757	23	775	0.9947229551451188	0.9947229551451188
GH2_e31	GH2:132|GH43_24:3	-	-	562	PO114_RS02195	783	4e-241	2	562	14	563	0.99644128113879	0.99644128113879
GH30_e11	GH30_2:24	-	-	435	PO114_RS02200	509	1.6e-244	1	434	60	503	0.9954022988505747	0.9954022988505747
GH28_e132	GH28:8	-	-	340	PO114_RS02205	940	2.5e-95	1	340	44	384	0.9970588235294118	0.9970588235294118
GH43_e194	GH43_9:661|GH28:6|GH43:2|GH43_8:1	3.2.1.55:2	xylan	271	PO114_RS02205	940	6.9e-132	1	270	467	737	0.992619926199262	0.992619926199262
CBM91_e0	CBM91:670|GH43_9:669|GH28:5|GH43:1	-	xylan	181	PO114_RS02205	940	5.9e-56	6	181	768	938	0.9668508287292817	0.9668508287292817
GH28_e133	GH28:82|PL11_1:1	3.2.1.67:1	pectin	363	PO114_RS02230	472	4.6e-191	1	360	78	434	0.9889807162534435	0.9889807162534435
GH2_e127	GH2:646|CBM32:8|CBM35:1	3.2.1.23:2	beta-galactan	717	PO114_RS02235	779	4.2e-219	9	715	22	714	0.9846582984658299	0.9846582984658299
CBM35_e36	CBM35:13	-	xylan, beta-mannan, beta-galactan	113	PO114_RS02240	658	4.9e-56	1	113	524	636	0.9911504424778761	0.9911504424778761
PL27_e0	PL27:44	4.2.2.-:3	-	607	PO114_RS02265	705	1.7e-268	2	607	77	699	0.9967051070840197	0.9967051070840197
GT2	GT2:11	-	-	164	PO114_RS14645	330	4.5e-47	1	164	8	171	0.9939024390243902	0.9939024390243902
GT4_e1559	GT4:9	-	-	146	PO114_RS14660	368	2.4e-41	2	142	191	328	0.958904109589041	0.958904109589041
GT4_e1829	GT4:9	-	-	150	PO114_RS14665	352	1.2e-29	4	143	187	318	0.9266666666666666	0.9266666666666666
PL12_e38	PL12_3:35|PL12:12|GT4:1	-	-	137	PO114_RS14670	518	5.1e-24	10	135	316	435	0.9124087591240876	0.9124087591240876
GT4_e2546	GT4:10	-	-	128	PO114_RS14675	397	9.1e-45	2	127	236	362	0.9765625	0.9765625
GH36_e24	GH36:283|CBM51:3	3.2.1.22:2	alpha-galactan	680	PO115_RS01630	730	0	1	680	27	712	0.9985294117647059	0.9985294117647059
GH95_e9	GH95:154	-	-	587	PO115_RS02390	753	7.9e-270	3	586	102	690	0.9931856899488927	0.9931856899488927
CBM67_e28	CBM67:192|GH78:190|CBM0:1|CBM66:1	3.2.1.40:1	rhamnose	186	PO115_RS02905	935	1.9e-51	13	180	173	342	0.8978494623655914	0.8978494623655914
GH78_e2	GH78:144|GH33:56|CBM67:6	3.2.1.40:1|3.2.1.-:1	alpha-rhamnoside	517	PO115_RS02905	935	1.6e-258	2	517	368	883	0.9961315280464217	0.9961315280464217
GH18_e37	GH18:97	-	-	235	PO115_RS05685	363	5.5e-99	1	233	59	321	0.9872340425531915	0.9872340425531915
CE20_e12	CE20:55	-	-	263	PO115_RS08245	484	4.2e-85	1	263	106	369	0.9961977186311787	0.9961977186311787
PL11_e3	PL11_1:15|PL11:1	-	-	619	PO115_RS08345	694	0	1	619	73	690	0.9983844911147012	0.9983844911147012
GT2	GT2:19	-	-	139	PO115_RS10480	333	1.8e-62	2	132	14	144	0.935251798561151	0.935251798561151
GH3_e137	GH3:80|CBM35:1	-	-	209	PO115_RS10840	826	1.1e-105	1	208	60	267	0.9904306220095693	0.9904306220095693
GH105_e43	GH105:132	-	-	310	PO115_RS12425	366	4e-161	2	310	55	363	0.9935483870967742	0.9935483870967742
GH43_e196	GH43_3:18	-	-	295	PO115_RS12465	630	1.4e-168	1	295	319	612	0.9966101694915255	0.9966101694915255
CBM32_e147	CBM32:24	-	host glycan	125	PO115_RS12925	377	7.6e-27	3	124	250	372	0.968	0.968
CBM67_e3	CBM67:11|GH78:11	-	rhamnose	180	PO115_RS12935	881	3.7e-89	2	177	146	321	0.9722222222222222	0.9722222222222222
GH78_e29	GH78:133|CBM67:9	-	-	510	PO115_RS12935	881	5.1e-270	2	509	349	856	0.9941176470588236	0.9941176470588236
GT2	GT2:13	-	-	175	PO115_RS14140	305	6.1e-96	1	175	9	183	0.9942857142857143	0.9942857142857143
GT2	GT2:21	-	-	221	PO115_RS14145	396	7.2e-116	1	221	43	263	0.995475113122172	0.995475113122172
GT4_e2150	GT4:62	-	-	150	PO115_RS14150	373	2.9e-69	2	150	195	343	0.9866666666666667	0.9866666666666667
GT4_e1235	GT4:27	-	-	152	PO115_RS14230	376	3.2e-16	4	106	194	309	0.6710526315789473	0.6710526315789473
